STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE
02,           0192,1,3,1,00000,0,03,280,60310,'PETERSBURG S MITKOF TERM',,'IFA FERRY ROUTE   ','PETERSBURG               ',30.45,0.161,0,,,56320000,132430000,199,2,25,01,07,2006,1,0,50,2010,5,6.1,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,05,3,02,1,15,4.9,42.7,317.6,2,0,4.9,7.2,30.18,H,0,N,0,0,7,7,7,9,N,5,64.7,5,32.7,7,3,N,5,8,8,,,,411,24,Y24,Y60,N  ,1006,0811,,,,,,,,_              ,0,N,3,,1,0,0,3,0,0,0,1,0,,Y,T,60,2030,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,75.9,2
02,           0193,1,3,1,00000,0,03,201,77140,'COFFMAN COVE FERRY TERM ',,'IFA FERRY ROUTE   ','PRINCE OF WALES          ',30.45,0.161,0,,,56010000,132500000,161,2,01,01,07,2006,1,0,50,2010,5,6.1,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,05,3,02,1,6,4.3,41.8,93.9,0,0,4.3,4.8,99.99,N,0,N,99.9,0,8,8,7,9,N,5,64.7,5,32.7,7,6,N,5,9,8,,,,911,24,Y24,Y60,N  ,1006,0811,,,,,,,,_              ,0,N,3,,0,0,0,3,0,0,0,1,0,,Y,T,60,2030,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,77.5,0
02,           0194,1,3,0,00000,0,01,130,48870,'ANNETTE BAY FERRY TERM  ',,'IRR:MARINE HWY RT ','METLAKATLA               ',99.99,0.161,0,,,55160434,131333745,161,2,01,01,07,2012,1,0,50,2012,0,5.5,0,0,0,0,0,0,0,5,0,0,0,A,5,5,3,02,0,00,1,0,4.8,40.2,42.1,0,0,4.7,4.8,30.45,N,0,N,99.9,0,9,9,9,9,N,5,54.4,5,32.7,9,7,N,5,9,7,,,,1212,24,N  ,Y60,N  ,,,,,,,,,,_              ,0,N,3,,0,0,0,3,9,0,0,1,0,2,Y,T,60,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,76.5,0
02,           0201,1,1,1,00A44,0,02,290,53050,'NORTH SLOUGH TANANA RIV ',,'PARKS HIGHWAY     ','MILE POINT 270.9         ',5.41,435.878,1,0017000000,0,64325400,149061200,199,3,01,01,01,1967,2,0,1446,2011,5,9.1,0,75,0,1,1,1,0,5,1,12.1,91.4,A,1,5,3,02,0,00,7,0,8.5,28.7,188.1,0.6,0.6,9.1,11,99.99,N,0,N,99.9,0,5,6,6,8,N,1,63.2,1,29.4,6,5,N,5,9,6,,,0,712,24,N  ,Y60,N  ,,0910,,0,0,0,,,,,1,N,2,,1,0,0,1,1,0,0,15,1,1,Y,8,1931,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,72.6,0
02,           0202,1,1,1,00A44,0,02,290,53050,'TANANA RIVER AT NENANA  ',,'PARKS HIGHWAY     ','MILE POINT 270.7         ',5.41,435.556,1,0017000000,0,64324200,149055400,199,3,01,01,01,1967,2,2,1446,2011,5,9.1,0,0,0,1,1,1,0,5,1,12.1,137.1,A,1,8,3,10,3,02,2,3,8.5,152.4,398.4,0.6,0.6,9.1,11.6,5.48,R,9.14,R,99.9,0,5,6,6,8,N,1,63.8,1,29.4,6,5,9,5,9,6,,,0,712,24,Y24,Y60,N  ,0809,,,0,0,0,,,,,1,N,2,,1,0,0,1,1,0,0,15,1,1,Y,7,1931,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,67.6,0
02,           0205,1,3,1,00850,0,05,261,14110,'COPPER RIVER (CHITINA)  ',,'EDGERTON/MCCARTHY ','MILE POINT 34.7          ',99.99,55.832,0,,,61313600,144243600,199,3,01,01,07,1971,2,0,397,2011,5,9.8,0,0,0,0,0,1,0,5,0,0,0,A,1,5,4,02,0,00,8,0,9.1,94.5,420,0,0,9.1,9.4,99.99,N,0,N,99.9,0,8,8,8,7,N,1,75.6,1,31.8,7,6,N,5,8,8,,,0,811,24,N  ,Y60,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,1,0,,Y,8,400,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,83.9,0
02,           0206,1,3,1,00851,0,05,261,17410,'MILLION DOLLAR BRIDGE   ',,'COPPER RIVER HWY  ','MILE POINT 48.8          ',3.81,78.519,0,,,60402400,144443600,199,3,01,01,09,1910,1,0,65,2011,0,5.5,0,0,0,0,0,0,0,3,0,0,0,K,1,5,3,10,0,00,4,0,5.4,137.2,480.4,0.3,0.3,5.5,6.1,6.1,N,0,N,99.9,0,7,5,4,7,N,1,50.1,1,23.2,4,4,N,5,9,8,31,1,0,810,24,Y24,Y60,N  ,1010,,,13440,0,16000,,,,,0,N,3,,0,0,2005,1,1,0,0,0,0,,Y,3,150,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,47.8,1
02,           0208,1,3,1,00391,0,01,150,40950,'ROSLYN CREEK            ',,'CHINIAK HIGHWAY   ','MILE POINT 6.4           ',99.99,10.298,0,,,57370600,152185400,199,3,01,01,08,1974,2,0,170,2011,5,8.5,0,0,0,1,1,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,8.5,9.4,19.2,0,0,8.5,8.6,99.99,N,0,N,99.9,0,7,7,7,7,N,1,84.9,1,38.7,7,6,N,5,8,8,,,0,912,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,9,6,2,0,1,0,,Y,8,300,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,93.4,0
02,           0209,1,3,1,00625,0,02,090,24230,'NOYES SLOUGH (AURORA)   ',,'AURORA DRIVE      ','MILE POINT 0.2           ',99.99,0.322,0,,,64514800,147454200,6,3,01,01,17,1960,2,0,3050,2011,5,13.7,0,30,0,0,0,0,0,5,0,0,0,A,5,5,3,02,0,00,2,0,9.1,15.2,31.4,0.9,0.9,9.1,11,99.99,N,0,N,99.9,0,4,6,6,4,N,1,82,1,37.7,6,4,N,5,7,3,,,0,812,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,1,0,,Y,3,4600,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,71.8,1
02,           0210,1,1,1,00A41,0,01,170,85280,'WILLOW CREEK            ',,'PARKS HIGHWAY     ','MILE POINT 36.6          ',99.99,58.902,1,0000170000,0,61460000,150034800,199,3,01,01,01,2004,2,0,2928,2011,0,17.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,04,0,00,3,0,8.5,24.1,67.1,3.6,0,17,21.7,99.99,N,0,N,99.9,0,8,8,8,9,N,1,87.6,1,40.4,8,9,N,5,9,8,,,,612,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,9,6,2,1,11,1,1,Y,8,6555,2030,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,80,0
02,           0211,1,1,1,00A41,0,01,170,85280,'LITTLE WILLOW CREEK     ',,'PARKS HIGHWAY     ','MILE POINT 39.8          ',5.41,64.038,1,0017000000,0,61483600,150053600,199,3,01,01,01,1962,2,0,2860,2011,5,9.8,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,02,1,02,1,2,8.5,18.9,41.1,0.5,0.5,8.5,10.1,99.99,N,0,N,99.9,0,6,5,6,8,N,1,52.3,1,24,5,4,N,5,8,8,,,0,612,24,N  ,N  ,N  ,,,,0,0,0,,,,,1,N,2,,1,0,0,1,6,8,0,14,1,,Y,8,2900,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,49.1,0
02,           0212,1,1,1,00A41,0,01,170,85280,'KASHWITNA RIVER         ',,'PARKS HIGHWAY     ','MILE POINT 48.3          ',5.41,77.715,1,0017000000,0,61553000,150041200,199,3,01,01,01,1962,2,0,2711,2011,5,9.8,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,02,0,00,3,0,8.5,21.3,64.9,0.5,0.5,8.5,10.4,99.99,N,0,N,99.9,0,5,6,5,8,N,1,55.2,1,25.5,5,4,N,5,8,8,,,0,612,24,N  ,N  ,N  ,,,,0,0,0,,,,,1,N,2,,1,0,0,1,6,8,0,14,1,,Y,7,3500,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,44.1,0
02,           0213,1,1,1,00A41,0,01,170,85280,'SHEEP CREEK             ',,'PARKS HIGHWAY     ','MILE POINT 53.7          ',5.41,86.403,1,0017000000,0,61594800,150030600,199,3,01,01,01,1962,2,0,2620,2011,5,9.8,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,02,1,02,1,2,8.5,18.9,38.1,0,0,8.5,10.4,99.99,N,0,N,99.9,0,5,5,5,8,N,1,52.6,1,24.2,5,4,N,5,8,8,,,0,612,24,N  ,N  ,N  ,,,,0,0,0,,,,,1,N,2,,1,0,0,1,6,8,0,14,1,,Y,8,2700,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,44.9,0
02,           0214,1,3,1,00490,0,01,122,38420,'SWANSON RIVER           ',,'KENAI SPUR ROAD   ','MILE POINT 38.4          ',99.99,61.786,0,,,60480000,151003600,199,3,01,01,07,1966,2,0,285,2011,5,9.1,0,0,0,0,0,1,0,5,0,0,0,A,1,5,4,02,0,00,3,0,9.1,24.4,64.3,0,0,9.1,10.2,99.99,N,0,N,99.9,0,6,7,6,8,N,1,50,1,23,6,6,N,5,8,8,,,0,812,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,6,2,0,1,0,,Y,T,500,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,80.6,0
02,           0215,1,1,1,00A41,0,01,170,85280,'MONTANA CREEK           ',,'PARKS HIGHWAY     ','MILE POINT 61.6          ',5.41,99.114,1,0017000000,0,62061800,150032400,199,3,01,01,01,1962,2,0,2224,2011,5,9.8,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,02,0,00,1,2,8.5,18.9,42.7,0.5,0.5,8.5,10.4,99.99,N,0,N,99.9,0,5,5,5,8,N,1,49.1,1,23,5,4,N,5,8,8,,,0,612,24,N  ,N  ,N  ,,,,0,0,0,,,,,1,N,2,,1,0,1987,1,6,8,0,16,1,,Y,7,3000,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,49.1,0
02,           0216,1,1,1,00A44,0,02,068,32150,'NENANA RIVER AT REX     ',,'PARKS HIGHWAY     ','MILE POINT 240.3         ',5.41,386.643,1,0017000000,0,64130000,149163000,199,3,01,01,01,1963,2,0,1192,2011,5,12.2,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,10,3,02,1,2,8.5,123.7,155.4,0.5,0.5,9.1,10.7,5.43,N,0,N,99.9,0,5,6,6,7,N,1,64,1,29.6,6,5,N,5,8,8,,,0,712,24,Y24,N  ,N  ,0809,,,0,0,0,,,,,1,N,2,,1,0,0,1,1,0,0,15,1,,Y,7,2000,2030,0,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,62.7,0
